,Title,Review,Rating
18,My Name is Myeisha,"Beneath its song-and-dance exterior, this quietly perceptive coming-of-age saga carries a powerful subtext.",fresh
19,My Name is Myeisha,"This is just wonderful, but you have to stick with it because it's coming from a bit of a sideways place.",fresh
20,My Name is Myeisha,"Giving a voice to the victims who can no longer speak for themselves, the film is a mesmerizing mix of drama, music, dreamlike atmosphere and biting social commentary.",fresh
21,My Name is Myeisha,"Walker owns the film, grabbing your hand and rushing you down one sidestreet after another.",fresh
22,My Name is Myeisha,"The film My Name Is Myeisha tells a far too familiar story, but its uniqueness lies in its refusal to tell it in a familiar way.",fresh
23,My Name is Myeisha,"My Name is Myeisha doesn't pull any punches, and isn't afraid to remind members of the audience that the issues depicted in this film are not universal.",fresh
24,My Name is Myeisha,"Once the story, which was inspired by real life shooting of Tyisha Mills by police, disengages from realism and spins off into playful fantasy, a crackling energy drives this far-reaching commentary on young black America.",fresh
25,High Strung Free Dance,'High Strung Free Dance' simply bowled me over. It's a must-see movie for all dance fans! Think 'A Chorus Line' meets '42nd Street.',fresh
26,High Strung Free Dance,Sensational music/dance numbers rise above so-so romance.,fresh
27,The Trouble with You (En liberté!),"The Trouble with You comes out mostly clean with just a few uncomfortably prejudiced jokes. But for the most part, it's an absurd and hilarious romantic comedy, in which Hanael offers perfect comic timing in a self-serious performance...",fresh
28,The Trouble with You (En liberté!),"""The Trouble with You"" follows several paths but brings them all together into a coherent whole that does a decent job in keeping things, even serious things, light.",fresh
29,The Trouble with You (En liberté!),"...the type of commercial French filmmaking which rarely gets released in the U.S., a silly lark which is enjoyable while you're watching it but is immediately forgettable.",fresh
30,The Trouble with You (En liberté!),The Trouble With You is simply a very funny film with a very large heart.,fresh
31,The Trouble with You (En liberté!),"I got a little exhausted in the middle of ""The Trouble With You"" trying to keep up with all the misunderstandings and misdirections, but Salvadori pulls it all together in a finale that's as romantic as it is funny.",fresh
32,The Trouble with You (En liberté!),"French humor that does the impossible, transcends the Atlantic humor barrier.",fresh
33,The Trouble with You (En liberté!),"There are also not too many leading men who are as charming as [Pio] Marmaï, or as scary.",fresh
34,The Trouble with You (En liberté!),"It's frantic stuff, slight and cheesy but endearingly French and undeniably funny.",fresh
35,The Trouble with You (En liberté!),"Adle Haenel's efforts... do not prevent the absolute artistic shipwreck of the film, in the same way that this will not prevent a more than predictable success at the box office. [Full review in Spanish]",rotten
36,Betty: They Say I'm Different,"There's enough material to get a taste of her fiery shows, uninhibited lyricism, and arresting fashion sense - silver-sequin hot pants above all - but not enough to fill out the standard running time.",fresh
37,Betty: They Say I'm Different,"Overall, Betty - They Say I'm Different just falls flat. It's confusing and slow despite its length. I loved learning about Betty, but I don't think Betty - They Say I'm Different is going to impress or maintain the attention of the casual viewer.",rotten
38,Betty: They Say I'm Different,"Betty, however, reveals and the genius of the woman who was a songwriter, bandleader, fashionista, and singer - a funk renaissance artist.",fresh
39,Betty: They Say I'm Different,Betty is crucial to any fan who desires a deeper understanding of this pioneering female funk auteur.,fresh
40,Close Enemies (Freres Ennemis),"Perfectly fine, and kind of boring.",rotten
41,Close Enemies (Freres Ennemis),"Schoenaerts is as riveting as ever. He has to be, as the picture sinks every moment he's not in it.",fresh
42,Close Enemies (Freres Ennemis),The director's commitment to restraint and his strong attachment to social reality is remarkable. [Full review in Spanish],fresh
43,Close Enemies (Freres Ennemis),The film is more interested in what occurs within the protagonists rather than the political aspects. [Full Review in Spanish],rotten
44,Close Enemies (Freres Ennemis),Classic French noir cinema. [Full review in Spanish],fresh
45,Close Enemies (Freres Ennemis),"The dramatic tension is grim and relentless as the film grinds on, sometimes more anxious than entertaining, but the conceits of the movie are beautifully executed.",fresh
46,Close Enemies (Freres Ennemis),"An occasionally exciting criminal informant drama that struggles to form much of an identity of its own, and takes too long to get where it's going.",rotten
47,Close Enemies (Freres Ennemis),"This is an unfussy genre entry that seasoned fans will eat up, thanks to the no-nonsense attention to world and character building.",fresh
48,Close Enemies (Freres Ennemis),"Punchily entertaining, and very seductively, claustrophobically shot and scored...",fresh
49,Close Enemies (Freres Ennemis),"Close Enemies is well-made, well-acted - but it's way too predictable. Every beat reminds us of another, better movie. However did this land a Competition slot?",rotten
50,Intrigo: Death of an Author,"An overwrought, dull and undercooked thriller stuffed with too many characters and not enough suspense and intrigue.",rotten
51,Intrigo: Death of an Author,"This is a movie that really wants to be a film noir, but doesn't respect the conventions of that genre in order to make it a decent one.",rotten
52,Intrigo: Death of an Author,"Despite some clever twists, these intercut stories bog down in dense narration and tangled perspective, diminishing the emotional impact.",rotten
53,Intrigo: Death of an Author,The film evinces neither the visceral pleasures of noir nor the precision to uncover deeper thematic resonances.,rotten
54,Afterward,"By being willing to subject herself to the same analysis as others, [Ofra] Bloch gives the viewer more room to appreciate the ubiquity of the problem, and the opportunity to account for any bias she may have.",fresh
55,Afterward,"As a filmmaker, psychotherapist Bloch puts Germany, Israel and the Palestinians on the couch and lets them see the one awful memory that binds them - trauma.",fresh
56,Serendipity,"Her bond with her family, any romantic relationships, and her friendships aren't really considered here; Serendipity focuses on Nourry and her art alone.",fresh
57,Serendipity,"The picture of an artist as a patient, neither out of control, nor particularly brave and stoic...",fresh
58,Serendipity,This personal and profound film is a great introduction to a singular creative force and fascinating person.,fresh
59,Serendipity,[T]he narrative and structural choices of Serendipity present a certain distancing effect...,rotten
60,Serendipity,Just in time for Breast Cancer Awareness month comes this pivotal documentary that shows a breast cancer diagnosis and treatment in an illuminated and artful light unlike anything before.,fresh
61,Serendipity,"Not the work artist Prune Nourry will be remembered for, but a good career retrospective wrapped in how she artistically faces a cancer diagnosis.",fresh
62,Serendipity,"The trouble is that there's nothing here that's really very enlightening. Whilst the film will surely help to promote [Prune Nourry,] as an artist, one cannot help but feel that, from an artistic perspective, she took on this challenge too soon.",rotten
63,Serendipity,"""Serendipity"" comes by its galvanizing power quite organically, neither making you ever feel pity for Nourry in her unenviable current circumstances or offer some manipulative-feeling sense of empowerment by its end.",fresh
64,The (Silent) War (Sordo),"Brutal, over-the-top violence in Spanish war drama.",rotten
65,The (Silent) War (Sordo),You can poke holes in this plot with a plastic spoon.,rotten
66,The (Silent) War (Sordo),"Too grim to be for every taste, but its ""deaf man hunted"" hook, the novel setting and the Western archetypes parked on the edge of the 1944 Pyrenees make this a winner",fresh
67,The (Silent) War (Sordo),"Despite having excellent production and style, those virtues are overshadowed by the film's excessive length. [Full Review in Spanish]",rotten
68,The (Silent) War (Sordo),Each shot is composed with care. [Full review in Spanish],fresh
69,The (Silent) War (Sordo),"Although the film stumbles in its second half, its performances and its production don't completely undervalue the film's voice. [Full Review in Spanish]",fresh
70,The (Silent) War (Sordo),"An energetic and syncopated film that is also irregular, unstructured and, at times, arbitrary. [Full Review in Spanish]",fresh
71,The (Silent) War (Sordo),"Although it takes place in the Spanish postwar period, The (Silent) War will find its best audience among western lovers. [Full review in Spanish]",fresh
72,37 Seconds,"Hikari has left us with a fresh, vibrant, extraordinary film.",fresh
73,37 Seconds,37 Seconds is as entertaining as it is important.,fresh
74,37 Seconds,"A remarkably frank and surprisingly warm depiction of disability, care-giving and sexuality.",fresh
75,37 Seconds,37 Seconds is overall a winning character study about a woman coming of age way later than she probably should.,fresh
76,37 Seconds,"A person with a disability is given agency in a movie, and we see how she can manifest the kind of life for herself that she wants. It's about time.",fresh
77,37 Seconds,[A]n insightful and moving look at a young disabled artist's coming of age.,fresh
78,37 Seconds,"A heartwarming, special little movie...",fresh
79,37 Seconds,Even the film's title implies that the thirty-seven seconds for which Yuma did not breathe when she was born define her entire story. We learn little about Yuma that does not relate to her disability.,rotten
80,Come to Daddy,"It's never dull, but doesn't really add up to much.",rotten
81,Come to Daddy,"Come to Daddy is a cartoony midnight movie, tailor-made for the outré-loving genre-crowd-but if your taste runs a little more mainstream, you might want to give this one a miss.",rotten
82,Come to Daddy,"Although it wears its inspirations and influences proudly and openly, there is still some originality and a clear voice here.",fresh
83,Come to Daddy,"Come to Daddy oozes Timpson's remarkable devotion to the emotional, surreal and vicious with grotesque gusto.",fresh
84,Come to Daddy,"McHattie and Wood have great dramatic and comedic chemistry, but Come to Daddy never regains the first half-hour's sense of bizzaro tension.",fresh
85,Come to Daddy,A true crowd-pleaser for adventurous audiences that packs a surprising amount of nuance under the hood.,fresh
86,Come to Daddy,"Things become really strange, violent and ridiculous.",fresh
87,Come to Daddy,"Although the film slightly loses its way while accelerating to its conclusion, the splatter of dark comedy and dysfunctional father-son dynamics is always engaging and frequently smart.",fresh
88,Come to Daddy,"Thoroughly cringy and calculating, the calling card for Come to Daddy will make gagging to the peculiar whims of this welcoming warped B-movie blister a fine goosebump gem to consider with passing cynicism.",fresh
89,Come to Daddy,"Should you be ready for a quick and twisty thriller that isn't afraid to make you laugh with an occasional moment of gross content and bodily harm, then Come To Daddy.",fresh
90,Come to Daddy,"Come to Daddy may not reach the frenzied, hallucinatory heights of Mandy, but even as a little brother it's not all that far off.",fresh
91,Come to Daddy,"It achieves the deadpan and the darkness, but it is never funny.",fresh
92,2/1,Two/One's enigmatic angle makes for an uncharacteristic and interesting drama.,fresh
93,2/1,"Filmmaker Juan Cabral presents a muddled philosophical thesis about identity, one that begins promisingly yet quickly loses its intrigue.",rotten
94,2/1,"Polished in its execution and playfully noncommittal in its storytelling, the film could be viewed as a metaphor for the disparate connections forged in a digital, globalised society.",fresh
95,First Love (Hatsukoi),"You need to get to the theater this weekend to see Hatsukoi (First Love), if only as a reminder that even in this time of virus infestation, love can thrive -- in a manner of speaking.",fresh
96,First Love (Hatsukoi),"Miike is still Miike, still bad to the bone.",fresh
97,First Love (Hatsukoi),"As expected, the romance was not as wild as the action, and the lurid aesthetics never compensate the overstuffness of the plot. It's a visceral experience, nonetheless.",fresh
98,First Love (Hatsukoi),"If your partner calls First Love the perfect date movie, you know you have a keeper.",fresh
99,First Love (Hatsukoi),Sit back and enjoy sequences that trade gore for creativity.,fresh
100,First Love (Hatsukoi),"The camera and the editing have a much more classic, elegant, easy to follow compass. [Full Review in Spanish]",fresh
101,First Love (Hatsukoi),"A small release, but if you're looking for something different to see, please let me recommend this one. It's not like any other film out.",fresh
102,First Love (Hatsukoi),"It's messy and frantic, with a lot of characters to keep straight, but it's also hilarious and involving.",fresh
103,First Love (Hatsukoi),Kôji Endô's thundering jazz-rock score amplifies Miike's tendency towards playful cartoon excess.,fresh
104,First Love (Hatsukoi),"Imagine if the David Ayer of Street Kings and End of Watch had shot the first half of a gangster movie, then thrown his megaphone to Spaced-age Edgar Wright.",fresh
105,First Love (Hatsukoi),"Sweetening up a smidgen without chilling out, this is Miike having fun, bombarding us with squirm-inducing violence while making us laugh and - ever so slightly - tugging on the heartstrings.",fresh
106,First Love (Hatsukoi),"It's typical Miike, beautifully realised, and such guilty fun.",fresh
107,Toxic Beauty,"The film is unusual in the intelligence that it brings to bear across a multiplicity of disciplines, and although it leaves a few questions unanswered, overall it's very thorough and backs up its arguments well.",fresh
108,Toxic Beauty,"With so many voices, so many locations, so many researchers and patients - case histories - and so many chemicals, ""Toxic Beauty"" can't help but bog down in details",fresh
109,Toxic Beauty,"I was expecting a Supersize Me for makeup, but it's much more sophisticated than that.",fresh
110,Toxic Beauty,Phyllis Ellis' excellent cautionary documentary Toxic Beauty takes big pharma to task in ways rarely acknowledged.,fresh
111,Toxic Beauty,"Toxic Beauty might be a documentary about the unseen killers lurking in one's household, but it's also a hopeful tool for change.",fresh
112,Toxic Beauty,Toxic Beauty illustrates how marketing myths are simply another form of misogyny against women's bodies.,fresh
113,Toxic Beauty,"By the end of the hard-hitting, wide-ranging exposé, you'll understand the fuller implications of words you already know-phthalates, parabens, endocrine disruptors.",fresh
114,Jay & Silent Bob Reboot,Jay and Silent Bob Reboot is essentially The Irishman or Avengers: Endgame of the View Askewniverse. A hardcore fans-only version of Kevin Smith bingo on the big-screen.,rotten
115,Jay & Silent Bob Reboot,"A major Marvel/Avengers star turns up in the scenes set at Chronic-Con, although it's the end-credits cameo that might lead to eyes tearing up (nuff said).",fresh
116,Jay & Silent Bob Reboot,"It is a magical, intoxicating communal experience.",fresh
117,Jay & Silent Bob Reboot,"Raunchy humor, cursing, and drugs in slacker sequel.",fresh
118,Jay & Silent Bob Reboot,"This is not a movie for those who don't already know and love the duo, as inside jokes make up the majority of the scenes. Newbies will get close to nothing out of this, and it's not good enough to recruit the uninitiated.",rotten
119,Jay & Silent Bob Reboot,his movie could easily be described as a cavalcade of callbacks and cameos; with many references to Smith' previous films and pop culture in general,fresh
120,Jay & Silent Bob Reboot,"Smith's latest film, Jay and Silent Bob Reboot, brings together just about every familiar face audiences have met and loved in a story that's hilariously familiar and with a heart bigger than Jay's junk. BONG.",fresh
121,Jay & Silent Bob Reboot,"As a filmmaker, Kevin Smith knows how to entertain while making a quality product.",fresh
122,Jay & Silent Bob Reboot,"Overall, Jay and Silent Bob Reboot was fine. While it was nice to see the pair back on screen and watch them grow up into more responsible(ish) adults, it was a little messy and there were a few uncomfortable scenes.",rotten
123,Jay & Silent Bob Reboot,"It's depressingly unfunny, depressingly dull, and just depressing, period.",rotten
124,Jay & Silent Bob Reboot,"Next stop, the Beavis and Butthead Reboot?",rotten
125,Jay & Silent Bob Reboot,"Jay and Silent Bob Reboot had me thinking I was about to die, that's how hilarious and pitch-perfect Smith's film is.",fresh
126,Extracurricular,"Dark, funny, thrilling, and loaded with YA menace, this is a refreshingly modern take on typical slasher tropes that sticks the landing without having to go anywhere near the big dance.",fresh
127,Extracurricular,Director Ray Xue establishes a dark and very serious tone while keeping things authentic with offhanded interaction and complex character detail.,fresh
128,Extracurricular,"A dreary and flat exploration of teens killing teens; given the taboo topic, Extracurricular could have been so much better.",rotten
129,Extracurricular,"if these four high-achieving, middle-class kids are more than happy to exploit, objectify &amp; assassinate strangers for their own kicks, then we are left to wonder what they are capable of doing to their friends, their loved ones and each other.",fresh
130,Extracurricular,"It's fast paced, witty and sometimes sexy, a seductive package with a deceptively smart core and one of the best offerings for young audiences.",fresh
131,To All the Boys: P.S. I Still Love You,To All The Boys: P.S. I Still Love You continues the love story of Lara Jean and Peter with a believable love triangle and an increasingly mature tone,fresh
132,To All the Boys: P.S. I Still Love You,"A little of Lara Jean's own timidity may have rubbed off on To All the Boys: PS I Still Love You, but the sequel still stands tall among its romcom peers.",fresh
133,To All the Boys: P.S. I Still Love You,The earnest movie can feel a little generically too sweet at times.,fresh
134,To All the Boys: P.S. I Still Love You,"If there is any reason to take time to watch this film series, it's to watch Condor and Centineo bring a huge smile to your face.",fresh
135,To All the Boys: P.S. I Still Love You,"The conclusion wraps up a bit too quickly and easily to feel earned, but any happily-ever-after is less important than the path of discovery in finding the way there. That path, and this world and its characters, continues to be a great one.",fresh
136,To All the Boys: P.S. I Still Love You,Filled with nothing but manufactured tension.,rotten
137,To All the Boys: P.S. I Still Love You,The character's vapid dilemma leads to snooze-inducing drama.,rotten
138,To All the Boys: P.S. I Still Love You,"It stays below its predecessor, but it also delivers enough pleasure. [Full Review in Spanish]",fresh
139,To All the Boys: P.S. I Still Love You,Right away To All the Boys: P.S. I Still Love You puts us at ease. It's going to be more of the same optimism and sweetness we got from the first breakout hit.,fresh
140,To All the Boys: P.S. I Still Love You,"I fell in love with To All The Boys I've Loved Before, but the sequel P.S. I Still Love You makes me think I want to see other people.",rotten
141,To All the Boys: P.S. I Still Love You,"It had all the right ingredients for a great teen comedy sequel, but the end product is a shallow attempt at capturing the magic and success of the first film.",rotten
142,To All the Boys: P.S. I Still Love You,"It's romantic, charming, and cute-things I want out of a romantic comedy. It doesn't have the same excitement as the first movie where we get to first experience all the characters, so for that, I love the first one more.",fresh
143,Waves,Perhaps the consistent emotional overload and the common places the movie visits without pause leave no room for a necessary breathe. And so it dies of exhaustion. [Full Review in Spanish],rotten
144,Waves,Strong performances can't overcome the disconnect that occurs halfway through the movie.,rotten
145,Waves,"This psychological drama about a family in crisis is filled with hyperactive sound and imagery which can be a bit disconcerting at times, but the emotional message of the film about the need to use love to conquer hate comes through loud and clear.",fresh
146,Waves,"Such an important theme seems to promise a narrative indigestion, but Shultz is gifted with synthesis and an unusual intelligence to change tone between an artificial nightmare and a liberating dream. [Full Review in Spanish]",fresh
147,Waves,A wildly cinematic feast that completely envelops the viewer.,fresh
148,Waves,"Although frequently visually stunning, a failure to portray a meaningful source of the drama means the film's impact doesn't last, and what does persist feels increasingly hollow.",rotten
149,Waves,"Change nothing about this film, show it to as many people as we can, and let's make Waves a staple of this generation in filmmaking.",fresh
150,Waves,[Director Trey Edward] Shults dodges social determination. [Full review in Spanish],fresh
151,Waves,Waves... gives preference to a radical formula to construct a drama that moves in between genres. [Full Review in Spanish],fresh
152,Waves,"Trey Edward Shults has signed a very ambitious film that borders, however, pretentiousness. [Full Review in Spanish]",fresh
153,Waves,Waves doesn't stick its landing but its tapestry of emotions is so rich you can forgive it.,fresh
154,Waves,So excessive that it's a miracle that it doesn't overflow. [Full review in Spanish],fresh
155,"Live Twice, Love Once (Vivir dos veces)",Affecting dramedy about facing Alzheimer's; cursing.,fresh
156,"Live Twice, Love Once (Vivir dos veces)",Quite predictable. [Full review in Spanish],rotten
157,"Live Twice, Love Once (Vivir dos veces)","The comic and romantic payoffs are limp, and the picture wanders on past its climax.",rotten
158,"Live Twice, Love Once (Vivir dos veces)","It's earnest, well-meaning, entirely watchable and utterly forgettable.",rotten
159,"Live Twice, Love Once (Vivir dos veces)","The film aspires to be an emotive and moving, but doesn't succeed. [Full Review in Spanish]",rotten
160,"Live Twice, Love Once (Vivir dos veces)",Vivir dos veces knows what it's job is and does it well. [Full Review in Spanish],fresh
161,"Live Twice, Love Once (Vivir dos veces)","As with any great comedy, the drama quota is here to reinforce empathy with characters drawn with rigor, who grow incessantly before our eyes. [Full Review in Spanish]",fresh
162,"Live Twice, Love Once (Vivir dos veces)","It may not be original, but it is tender and dramatically comical. [Full review in Spanish]",fresh
163,The Great Alaskan Race,"The Great Alaskan Race wants to educate viewers about an impossible story and the heroes who made it real, but its filmmaking choices keep it thoroughly hollow.",rotten
164,The Great Alaskan Race,Intense but uneven historical drama showcases teamwork.,rotten
165,The Great Alaskan Race,"Too often, ""The Great Alaskan Race"" is as much a slog as anything the sled dogs have to navigate.",rotten
166,The Great Alaskan Race,"Historically accurate, if ""whitewashed,"" and dramatically lacking account of the famous sled dog rescue of Nome, Alaska from a diptheria epidemic.",rotten
167,The Great Alaskan Race,"It is certainly not a bad movie, but it is not particularly memorable either.",rotten
168,VFW,"The film's undeniable lowbrow appeal unfortunately doesn't paper over its tiresome Boomers vs. Millennials conflict, or Begos' vaguely reactionary gushing over the former cohort.",rotten
169,VFW,"For VFW, that proclivity grows overwhelming on both the script level and on screen, which leaves it up to Begos' cast to give his viewers something to grip.",rotten
170,VFW,A throwback designed to satisfy those with an insatiable craving for a grindhouse cover version of John Carpenter's greatest hits.,fresh
171,VFW,"Shallow, asinine and tedious.",rotten
172,VFW,"If you walk into a dive bar similar to the one featured in VFW, and this movie is on the screen, you'll probably look up from your beer more than a few times, but not enough for the movie to be truly memorable.",rotten
173,VFW,"VFW is a cracking thriller, its pulse-pounding theatrics making this an agreeably bruising good time I loved every single gosh darn blood-soaked second of.",fresh
174,VFW,The gory retro exploitation film is just plain moronic.,rotten
175,VFW,"You can definitely do worse in the grindhouse realm in 2020 than VFW, but you can certainly do a lot better, too.",fresh
176,VFW,"VFW is a bloody, neon-soaked nightmare showcasing Joe Begos' signature punk rock style and dedication to gory horror.",fresh
177,VFW,It's the 'Assault on Precinct 13' meets 'Cheers' mash-up you never knew you wanted.,fresh
178,VFW,I had a lot of fun with it because [the cast] had a lot of fun with it.,fresh
179,VFW,"VFW brings several beloved stars to fight side-by-side, and delivers almost nonstop bloody fun.",fresh
180,The Wave,"A wild and multi-genre ride. There are messages on life throughout, but it gets muddled in the confused plotting.",fresh
181,The Wave,a psychedelic adventure,fresh
182,The Wave,"he Wave feels like a fresh, fun, and funky episode of The Twilight Zone.",fresh
183,The Wave,"There are missteps here, but the combination of Justin Long and the overall vibe wind up saving the day, especially when mixed with some of Klabin's visual stylings.",fresh
184,The Wave,"Featuring a solid turn from Justin Long, The Wave is a delightfully different drug comedy. While it may not be the most important film of the year, its messages about anyone being able to change and chasing happiness feel timely and engaging.",fresh
185,The Wave,It feels like an accomplished film - it certainly doesn't feel like a first film. Justin Long is perfect for this part.,fresh
186,The Wave,"There's something calming about the hallucinogenic hysteria Gille Klabin sets in motion, even when Justin Long's face is covered with enough upper and downer residue to kill an adult gorilla.",fresh
187,The Wave,"Starting as a drug-fueled, night-out-gone-wrong story, this clever little film soon turns into a metaphysical mystery that engages and intrigues with its vivid, offbeat characters and smart dialogue.",fresh
188,The Wave,"Though Klabin provides a suitable amount of exciting visuals, Long is fun to watch, and the third act is good, The Wave is barely a ride worth taking.",rotten
189,The Wave,"Don't think too hard about the plot twists or the rules of Frank's universe, because it will all fall apart. Just buy the ticket, sit back, and enjoy the ride.",fresh
190,The Wave,"There's little here we haven't seen fifteen years ago; think Donnie Darko meets Pineapple Express, and you've got a stew going.",rotten
191,The Wave,The Wave is a scrappy little head trip with heart and style to spare.,fresh
192,The Battle of Jangsari,"Decent action sequences can't bring much meaning to this tepid, miscast melodrama.",rotten
193,The Battle of Jangsari,"While on the surface Jangsari is ""just another war movie,'' it's important because it recognizes that adolescents can rise to the task when their families and futures are threatened.",fresh
194,The Battle of Jangsari,"Much of this non-combat story relies on melodrama, which means we never gain a sense of these characters as actual people.",rotten
195,The Battle of Jangsari,"Visceral and sentimental Korean War as fought by Koreans combat film, on an action and production par with a solid Hollywood B-movie.",fresh
196,The Battle of Jangsari,Kwak is a talented veteran auteur. But he has a tendency to go one step too far in depicting the emotions and dramas of his films.,rotten
197,The Host,"A gory, dreary dud of a potboiler -- and a brazen, hackish ripoff of 'Psycho'.",rotten
198,The Host,"The ensemble cast is very strong, making the most of the sometimes wordy dialog.",fresh
199,The Host,... indulges an abundance of convoluted twists and turns that never pay off in the end.,rotten
200,The Host,"Had Geraghty's script leaned more into this concept, there's no doubt in my mind that The Host could've been exceptional. But I'd be lying if I didn't admit that I was entertained regardless.",fresh
201,The Host,"Goes almost wholly wrong from that magic moment AFTER we wonder, ""Just what the Hell is going on here?""",rotten
202,John Henry,Not even the burly sledge-hammer wielding Terry Crews can save this utter disappointment of a film.,rotten
203,John Henry,Recycled genre concepts are tossed together with sledgehammer subtlety in this revenge thriller.,rotten
204,John Henry,"For a film named after an iconic folk hero, John Henry is both uninspired and uninspiring, a mixed bag and missed opportunity that's as confounding as it is infuriating.",rotten
205,John Henry,"[a] half-baked, hedonistic inner city revenge thriller...registers with all the generic luster of a rusty sledgehammer. John Henry is hammered but not the preferred way you would expect",rotten
206,John Henry,[The] third act ... pummels any notion ... that the filmmakers can resolve the central conflict in a way that respects the real strength of the title character.,rotten
207,John Henry,"A vapid, clunky and dull revenge thriller that offers no palpable thrills nor suspense.",rotten
208,John Henry,"While I like seeing Terry Crews in a different and dramatic role and really like Ken Foree as his house-bound dad, BJ, the problem I have with ""John Henry"" is the bad guy",rotten
209,John Henry,"While the film's narrative is shaky at best, Forbes exhibits quite a bit of style with an obviously low budget, making him a filmmaker to watch.",rotten
210,John Henry,"The film, written and directed by first-timer Will Forbes, is notable for its social scope and ambition, but ultimately sags as it tries to do too much with the simple setup.",rotten
211,John Henry,"Crews steps up to the increased responsibility, and his performance as the stoic, upstanding title character is the best part of Will Forbes' muddled debut feature.",rotten
212,John Henry,It's going to take more than a hammer to fix this disjointed Terry Crews vengeance thriller.,rotten
213,Get Gone,It's a slasher film that only understands the simplest formula of the subgenre - stalk and kill - yet can't even execute such a minimalist horror architecture with staying power.,rotten
214,Get Gone,"A laughably inept horror movie with a plot ripped right out of The Texas Chain Saw Massacre, The Hills Have Eyes and their dozens of imitators, delivered without any suspense.",rotten
215,Get Gone,"While there are pieces of a truly successful horror film scattered throughout, they are drowned within a film lacking character depth, unnecessary exposition, poor technical execution and a continued male perspective of female treatment in horror films.",rotten
216,Miss Americana,"Will certainly appeal to Swifties, and will hopefully get those who are skeptical to think about her in a different light.",fresh
217,Miss Americana,It's a well-crafted work which reveals only as much as the camera-aware Swift chooses to reveal.,fresh
218,Miss Americana,"As a music documentary, Miss Americana is straightforward, celebrating Swift as a ferociously gifted writer and lyricist, and reminding viewers of just how industry-dominating she is.",fresh
219,Miss Americana,'Miss Americana' offers a compelling and compassionate portrait of an extraordinarily talented woman who has grown up and remained remarkably unspoiled under the harshest possible spotlights.,fresh
220,Miss Americana,"Going in a cynic, Swift - and Lane Wilson's film-making - won me over in the end. Bravo.",fresh
221,Miss Americana,"In the surprisingly thoughtful documentary ""Miss Americana,"" she has far more to say about it than just ""Flibberty Jib.""",fresh
222,Miss Americana,Wilson's film wants to sell us on her goodness rather than allowing it to shine through naturally which is a shame since it ultimately makes her seem even more like a product.,rotten
223,Miss Americana,Miss Americana proves that Taylor Swift has only just started her revolution. So here's to the resistance.,fresh
224,Miss Americana,[A] dignified and moving documentary. [Full review in Spanish],fresh
225,Miss Americana,"""Miss Americana"" shows Swift as an artist and activist just warming up for the next act.",fresh
